GPU_Key,CPU_Key,GameName,GameResolution,GameSetting,FPS,G3Dmark,cpuMark
gtx1070ti,93900x,callOfDutyWW2,1080.0,med,178.7,14500.0,32751.0
gtx1070ti,73800x,callOfDutyWW2,1080.0,med,177.0,14500.0,23275.0
gtx1070ti,73700x,callOfDutyWW2,1080.0,med,174.5,14500.0,22716.0
gtx1070ti,53600x,callOfDutyWW2,1080.0,med,173.6,14500.0,18285.0
gtx1070ti,53600,callOfDutyWW2,1080.0,med,168.7,14500.0,17822.0
gtx1070ti,52600x,callOfDutyWW2,1080.0,med,163.7,14500.0,14053.0
gtx1070ti,51600x,callOfDutyWW2,1080.0,med,154.5,14500.0,12943.0
gtx1070ti,52600,callOfDutyWW2,1080.0,med,152.1,14500.0,13195.0
gtx1070ti,71700x,callOfDutyWW2,1080.0,med,147.1,14500.0,15496.0
gtx1660ti,93900x,callOfDutyWW2,1080.0,med,169.3,11794.0,32751.0
gtx1660ti,73800x,callOfDutyWW2,1080.0,med,167.7,11794.0,23275.0
gtx1660ti,73700x,callOfDutyWW2,1080.0,med,165.3,11794.0,22716.0
gtx1660ti,53600x,callOfDutyWW2,1080.0,med,164.5,11794.0,18285.0
gtx1660ti,53600,callOfDutyWW2,1080.0,med,159.8,11794.0,17822.0
gtx1660ti,52600x,callOfDutyWW2,1080.0,med,155.2,11794.0,14053.0
gtx1660ti,51600x,callOfDutyWW2,1080.0,med,145.7,11794.0,12943.0
gtx1660ti,52600,callOfDutyWW2,1080.0,med,144.1,11794.0,13195.0
gtx1660ti,71700x,callOfDutyWW2,1080.0,med,139.3,11794.0,15496.0
gtx1660super,93900x,callOfDutyWW2,1080.0,med,167.9,12732.0,32751.0
gtx1660super,73800x,callOfDutyWW2,1080.0,med,166.3,12732.0,23275.0
gtx1660super,73700x,callOfDutyWW2,1080.0,med,164.0,12732.0,22716.0
gtx1660super,53600x,callOfDutyWW2,1080.0,med,163.2,12732.0,18285.0
gtx1660super,53600,callOfDutyWW2,1080.0,med,158.4,12732.0,17822.0
gtx1660super,52600x,callOfDutyWW2,1080.0,med,153.9,12732.0,14053.0
gtx1660super,51600x,callOfDutyWW2,1080.0,med,144.5,12732.0,12943.0
gtx1660super,52600,callOfDutyWW2,1080.0,med,142.9,12732.0,13195.0
gtx1660super,71700x,callOfDutyWW2,1080.0,med,138.2,12732.0,15496.0
gtx980ti,93900x,callOfDutyWW2,1080.0,med,167.9,13864.0,32751.0
gtx980ti,73800x,callOfDutyWW2,1080.0,med,166.3,13864.0,23275.0
gtx980ti,73700x,callOfDutyWW2,1080.0,med,164.0,13864.0,22716.0
gtx980ti,53600x,callOfDutyWW2,1080.0,med,163.2,13864.0,18285.0
gtx980ti,53600,callOfDutyWW2,1080.0,med,158.4,13864.0,17822.0
gtx980ti,52600x,callOfDutyWW2,1080.0,med,153.9,13864.0,14053.0
gtx980ti,51600x,callOfDutyWW2,1080.0,med,144.5,13864.0,12943.0
gtx980ti,52600,callOfDutyWW2,1080.0,med,142.9,13864.0,13195.0
gtx980ti,71700x,callOfDutyWW2,1080.0,med,138.2,13864.0,15496.0
gtx1660,93900x,callOfDutyWW2,1080.0,med,165.0,11695.0,32751.0
gtx1660,73800x,callOfDutyWW2,1080.0,med,163.5,11695.0,23275.0
gtx1660,73700x,callOfDutyWW2,1080.0,med,161.2,11695.0,22716.0
gtx1660,53600x,callOfDutyWW2,1080.0,med,160.4,11695.0,18285.0
gtx1660,53600,callOfDutyWW2,1080.0,med,155.8,11695.0,17822.0
gtx1660,52600x,callOfDutyWW2,1080.0,med,151.2,11695.0,14053.0
gtx1660,51600x,callOfDutyWW2,1080.0,med,142.0,11695.0,12943.0
gtx1660,52600,callOfDutyWW2,1080.0,med,140.4,11695.0,13195.0
gtx1660,71700x,callOfDutyWW2,1080.0,med,135.8,11695.0,15496.0
gtx980,93900x,callOfDutyWW2,1080.0,med,149.3,11237.0,32751.0
gtx980,73800x,callOfDutyWW2,1080.0,med,147.9,11237.0,23275.0
gtx980,73700x,callOfDutyWW2,1080.0,med,145.9,11237.0,22716.0
gtx980,53600x,callOfDutyWW2,1080.0,med,145.2,11237.0,18285.0
gtx980,53600,callOfDutyWW2,1080.0,med,141.0,11237.0,17822.0
gtx980,52600x,callOfDutyWW2,1080.0,med,136.9,11237.0,14053.0
gtx980,51600x,callOfDutyWW2,1080.0,med,128.5,11237.0,12943.0
gtx980,52600,callOfDutyWW2,1080.0,med,127.0,11237.0,13195.0
gtx980,71700x,callOfDutyWW2,1080.0,med,123.0,11237.0,15496.0
gtx10605gb,93900x,callOfDutyWW2,1080.0,med,147.7,8704.0,32751.0
gtx10605gb,73800x,callOfDutyWW2,1080.0,med,146.3,8704.0,23275.0
gtx10605gb,73700x,callOfDutyWW2,1080.0,med,144.3,8704.0,22716.0
gtx10605gb,53600x,callOfDutyWW2,1080.0,med,143.6,8704.0,18285.0
gtx10605gb,53600,callOfDutyWW2,1080.0,med,139.3,8704.0,17822.0
gtx10605gb,52600x,callOfDutyWW2,1080.0,med,135.4,8704.0,14053.0
gtx10605gb,51600x,callOfDutyWW2,1080.0,med,127.2,8704.0,12943.0
gtx10605gb,52600,callOfDutyWW2,1080.0,med,125.7,8704.0,13195.0
gtx10605gb,71700x,callOfDutyWW2,1080.0,med,122.2,8704.0,15496.0
gtx970,93900x,callOfDutyWW2,1080.0,med,142.5,9688.0,32751.0
gtx970,73800x,callOfDutyWW2,1080.0,med,141.2,9688.0,23275.0
gtx970,73700x,callOfDutyWW2,1080.0,med,139.2,9688.0,22716.0
gtx970,53600x,callOfDutyWW2,1080.0,med,138.5,9688.0,18285.0
gtx970,53600,callOfDutyWW2,1080.0,med,134.5,9688.0,17822.0
gtx970,52600x,callOfDutyWW2,1080.0,med,130.6,9688.0,14053.0
gtx970,51600x,callOfDutyWW2,1080.0,med,122.6,9688.0,12943.0
gtx970,52600,callOfDutyWW2,1080.0,med,121.3,9688.0,13195.0
gtx970,71700x,callOfDutyWW2,1080.0,med,117.3,9688.0,15496.0
gtx1050ti,93900x,callOfDutyWW2,1080.0,med,114.3,6314.0,32751.0
gtx1050ti,73800x,callOfDutyWW2,1080.0,med,113.2,6314.0,23275.0
gtx1050ti,73700x,callOfDutyWW2,1080.0,med,111.6,6314.0,22716.0
gtx1050ti,53600x,callOfDutyWW2,1080.0,med,111.1,6314.0,18285.0
gtx1050ti,53600,callOfDutyWW2,1080.0,med,107.9,6314.0,17822.0
gtx1050ti,52600x,callOfDutyWW2,1080.0,med,104.7,6314.0,14053.0
gtx1050ti,51600x,callOfDutyWW2,1080.0,med,98.9,6314.0,12943.0
gtx1050ti,52600,callOfDutyWW2,1080.0,med,97.2,6314.0,13195.0
gtx1050ti,71700x,callOfDutyWW2,1080.0,med,94.3,6314.0,15496.0
rx5700xt,93900x,callOfDutyWW2,1080.0,med,186.0,16892.0,32751.0
rx5700xt,73800x,callOfDutyWW2,1080.0,med,184.2,16892.0,23275.0
rx5700xt,73700x,callOfDutyWW2,1080.0,med,181.6,16892.0,22716.0
rx5700xt,53600x,callOfDutyWW2,1080.0,med,180.7,16892.0,18285.0
rx5700xt,53600,callOfDutyWW2,1080.0,med,175.6,16892.0,17822.0
rx5700xt,52600x,callOfDutyWW2,1080.0,med,170.4,16892.0,14053.0
rx5700xt,51600x,callOfDutyWW2,1080.0,med,160.0,16892.0,12943.0
rx5700xt,52600,callOfDutyWW2,1080.0,med,158.3,16892.0,13195.0
rx5700xt,71700x,callOfDutyWW2,1080.0,med,153.0,16892.0,15496.0
rx5700,93900x,callOfDutyWW2,1080.0,med,182.4,14729.0,32751.0
rx5700,73800x,callOfDutyWW2,1080.0,med,180.8,14729.0,23275.0
rx5700,73700x,callOfDutyWW2,1080.0,med,178.2,14729.0,22716.0
rx5700,53600x,callOfDutyWW2,1080.0,med,177.3,14729.0,18285.0
rx5700,53600,callOfDutyWW2,1080.0,med,172.2,14729.0,17822.0
rx5700,52600x,callOfDutyWW2,1080.0,med,167.1,14729.0,14053.0
rx5700,51600x,callOfDutyWW2,1080.0,med,157.0,14729.0,12943.0
rx5700,52600,callOfDutyWW2,1080.0,med,155.2,14729.0,13195.0
rx5700,71700x,callOfDutyWW2,1080.0,med,150.1,14729.0,15496.0
provega64,93900x,callOfDutyWW2,1080.0,med,180.0,12402.0,32751.0
provega64,73800x,callOfDutyWW2,1080.0,med,178.2,12402.0,23275.0
provega64,73700x,callOfDutyWW2,1080.0,med,175.8,12402.0,22716.0
provega64,53600x,callOfDutyWW2,1080.0,med,174.9,12402.0,18285.0
provega64,53600,callOfDutyWW2,1080.0,med,169.9,12402.0,17822.0
provega64,52600x,callOfDutyWW2,1080.0,med,164.9,12402.0,14053.0
provega64,51600x,callOfDutyWW2,1080.0,med,154.9,12402.0,12943.0
provega64,52600,callOfDutyWW2,1080.0,med,153.2,12402.0,13195.0
provega64,71700x,callOfDutyWW2,1080.0,med,148.0,12402.0,15496.0
rx590,93900x,callOfDutyWW2,1080.0,med,163.5,9665.0,32751.0
rx590,73800x,callOfDutyWW2,1080.0,med,162.0,9665.0,23275.0
rx590,73700x,callOfDutyWW2,1080.0,med,159.7,9665.0,22716.0
rx590,53600x,callOfDutyWW2,1080.0,med,158.9,9665.0,18285.0
rx590,53600,callOfDutyWW2,1080.0,med,154.3,9665.0,17822.0
rx590,52600x,callOfDutyWW2,1080.0,med,149.8,9665.0,14053.0
rx590,51600x,callOfDutyWW2,1080.0,med,140.8,9665.0,12943.0
rx590,52600,callOfDutyWW2,1080.0,med,139.1,9665.0,13195.0
rx590,71700x,callOfDutyWW2,1080.0,med,134.5,9665.0,15496.0
rx580,93900x,callOfDutyWW2,1080.0,med,128.0,8907.0,32751.0
rx580,73800x,callOfDutyWW2,1080.0,med,126.9,8907.0,23275.0
rx580,73700x,callOfDutyWW2,1080.0,med,125.1,8907.0,22716.0
rx580,53600x,callOfDutyWW2,1080.0,med,124.3,8907.0,18285.0
rx580,53600,callOfDutyWW2,1080.0,med,120.8,8907.0,17822.0
rx580,52600x,callOfDutyWW2,1080.0,med,117.4,8907.0,14053.0
rx580,51600x,callOfDutyWW2,1080.0,med,110.6,8907.0,12943.0
rx580,52600,callOfDutyWW2,1080.0,med,108.9,8907.0,13195.0
rx580,71700x,callOfDutyWW2,1080.0,med,105.4,8907.0,15496.0
rtx2080ti,93900x,fortnite,1080.0,max,191.0,21796.0,32751.0
rtx2080ti,73800x,fortnite,1080.0,max,189.2,21796.0,23275.0
rtx2080ti,73700x,fortnite,1080.0,max,186.5,21796.0,22716.0
rtx2080ti,53600x,fortnite,1080.0,max,185.6,21796.0,18285.0
rtx2080ti,53600,fortnite,1080.0,max,180.3,21796.0,17822.0
rtx2080ti,52600x,fortnite,1080.0,max,174.6,21796.0,14053.0
rtx2080ti,51600x,fortnite,1080.0,max,163.9,21796.0,12943.0
rtx2080ti,52600,fortnite,1080.0,max,162.1,21796.0,13195.0
rtx2080ti,71700x,fortnite,1080.0,max,156.8,21796.0,15496.0
rtx2080,93900x,fortnite,1080.0,max,155.2,18732.0,32751.0
rtx2080,73800x,fortnite,1080.0,max,153.7,18732.0,23275.0
rtx2080,73700x,fortnite,1080.0,max,151.5,18732.0,22716.0
rtx2080,53600x,fortnite,1080.0,max,150.8,18732.0,18285.0
rtx2080,53600,fortnite,1080.0,max,146.5,18732.0,17822.0
rtx2080,52600x,fortnite,1080.0,max,141.9,18732.0,14053.0
rtx2080,51600x,fortnite,1080.0,max,133.2,18732.0,12943.0
rtx2080,52600,fortnite,1080.0,max,131.7,18732.0,13195.0
rtx2080,71700x,fortnite,1080.0,max,127.4,18732.0,15496.0
gtx1080ti,93900x,fortnite,1080.0,max,149.2,18284.0,32751.0
gtx1080ti,73800x,fortnite,1080.0,max,147.8,18284.0,23275.0
gtx1080ti,73700x,fortnite,1080.0,max,145.7,18284.0,22716.0
gtx1080ti,53600x,fortnite,1080.0,max,145.0,18284.0,18285.0
gtx1080ti,53600,fortnite,1080.0,max,140.8,18284.0,17822.0
gtx1080ti,52600x,fortnite,1080.0,max,136.4,18284.0,14053.0
gtx1080ti,51600x,fortnite,1080.0,max,128.7,18284.0,12943.0
gtx1080ti,52600,fortnite,1080.0,max,126.7,18284.0,13195.0
gtx1080ti,71700x,fortnite,1080.0,max,122.5,18284.0,15496.0
gtxtitanx,93900x,fortnite,1080.0,max,147.7,13173.0,32751.0
gtxtitanx,73800x,fortnite,1080.0,max,146.3,13173.0,23275.0
gtxtitanx,73700x,fortnite,1080.0,max,144.3,13173.0,22716.0
gtxtitanx,53600x,fortnite,1080.0,max,143.6,13173.0,18285.0
gtxtitanx,53600,fortnite,1080.0,max,139.4,13173.0,17822.0
gtxtitanx,52600x,fortnite,1080.0,max,135.0,13173.0,14053.0
gtxtitanx,51600x,fortnite,1080.0,max,126.8,13173.0,12943.0
gtxtitanx,52600,fortnite,1080.0,max,125.4,13173.0,13195.0
gtxtitanx,71700x,fortnite,1080.0,max,121.3,13173.0,15496.0
rtx2070super,93900x,fortnite,1080.0,max,146.2,18168.0,32751.0
rtx2070super,73800x,fortnite,1080.0,max,144.9,18168.0,23275.0
rtx2070super,73700x,fortnite,1080.0,max,142.8,18168.0,22716.0
rtx2070super,53600x,fortnite,1080.0,max,142.1,18168.0,18285.0
rtx2070super,53600,fortnite,1080.0,max,138.0,18168.0,17822.0
rtx2070super,52600x,fortnite,1080.0,max,133.7,18168.0,14053.0
rtx2070super,51600x,fortnite,1080.0,max,125.5,18168.0,12943.0
rtx2070super,52600,fortnite,1080.0,max,124.1,18168.0,13195.0
rtx2070super,71700x,fortnite,1080.0,max,120.0,18168.0,15496.0
rtx2070,93900x,fortnite,1080.0,max,140.3,16079.0,32751.0
rtx2070,73800x,fortnite,1080.0,max,138.9,16079.0,23275.0
rtx2070,73700x,fortnite,1080.0,max,137.0,16079.0,22716.0
rtx2070,53600x,fortnite,1080.0,max,136.3,16079.0,18285.0
rtx2070,53600,fortnite,1080.0,max,132.4,16079.0,17822.0
rtx2070,52600x,fortnite,1080.0,max,128.2,16079.0,14053.0
rtx2070,51600x,fortnite,1080.0,max,120.4,16079.0,12943.0
rtx2070,52600,fortnite,1080.0,max,119.1,16079.0,13195.0
rtx2070,71700x,fortnite,1080.0,max,115.1,16079.0,15496.0
rtx2060super,93900x,fortnite,1080.0,max,134.3,16514.0,32751.0
rtx2060super,73800x,fortnite,1080.0,max,133.0,16514.0,23275.0
rtx2060super,73700x,fortnite,1080.0,max,131.1,16514.0,22716.0
rtx2060super,53600x,fortnite,1080.0,max,130.5,16514.0,18285.0
rtx2060super,53600,fortnite,1080.0,max,126.8,16514.0,17822.0
rtx2060super,52600x,fortnite,1080.0,max,122.8,16514.0,14053.0
rtx2060super,51600x,fortnite,1080.0,max,115.3,16514.0,12943.0
rtx2060super,52600,fortnite,1080.0,max,114.0,16514.0,13195.0
rtx2060super,71700x,fortnite,1080.0,max,110.2,16514.0,15496.0
rtx2060,93900x,fortnite,1080.0,max,129.8,13953.0,32751.0
rtx2060,73800x,fortnite,1080.0,max,128.6,13953.0,23275.0
rtx2060,73700x,fortnite,1080.0,max,126.8,13953.0,22716.0
rtx2060,53600x,fortnite,1080.0,max,126.2,13953.0,18285.0
rtx2060,53600,fortnite,1080.0,max,122.5,13953.0,17822.0
rtx2060,52600x,fortnite,1080.0,max,118.7,13953.0,14053.0
rtx2060,51600x,fortnite,1080.0,max,111.4,13953.0,12943.0
rtx2060,52600,fortnite,1080.0,max,110.2,13953.0,13195.0
rtx2060,71700x,fortnite,1080.0,max,106.6,13953.0,15496.0
gtx1070ti,93900x,fortnite,1080.0,max,126.8,14500.0,32751.0
gtx1070ti,73800x,fortnite,1080.0,max,125.6,14500.0,23275.0
gtx1070ti,73700x,fortnite,1080.0,max,123.9,14500.0,22716.0
gtx1070ti,53600x,fortnite,1080.0,max,123.3,14500.0,18285.0
gtx1070ti,53600,fortnite,1080.0,max,119.7,14500.0,17822.0
gtx1070ti,52600x,fortnite,1080.0,max,115.9,14500.0,14053.0
gtx1070ti,51600x,fortnite,1080.0,max,109.4,14500.0,12943.0
gtx1070ti,52600,fortnite,1080.0,max,107.7,14500.0,13195.0
gtx1070ti,71700x,fortnite,1080.0,max,104.5,14500.0,15496.0
gtx1660ti,93900x,fortnite,1080.0,max,116.4,11794.0,32751.0
gtx1660ti,73800x,fortnite,1080.0,max,115.3,11794.0,23275.0
gtx1660ti,73700x,fortnite,1080.0,max,113.7,11794.0,22716.0
gtx1660ti,53600x,fortnite,1080.0,max,113.1,11794.0,18285.0
gtx1660ti,53600,fortnite,1080.0,max,109.9,11794.0,17822.0
gtx1660ti,52600x,fortnite,1080.0,max,106.4,11794.0,14053.0
gtx1660ti,51600x,fortnite,1080.0,max,99.9,11794.0,12943.0
gtx1660ti,52600,fortnite,1080.0,max,98.8,11794.0,13195.0
gtx1660ti,71700x,fortnite,1080.0,max,95.5,11794.0,15496.0
gtx1660super,93900x,fortnite,1080.0,max,114.9,12732.0,32751.0
gtx1660super,73800x,fortnite,1080.0,max,113.8,12732.0,23275.0
gtx1660super,73700x,fortnite,1080.0,max,112.2,12732.0,22716.0
gtx1660super,53600x,fortnite,1080.0,max,111.7,12732.0,18285.0
gtx1660super,53600,fortnite,1080.0,max,108.4,12732.0,17822.0
gtx1660super,52600x,fortnite,1080.0,max,105.0,12732.0,14053.0
gtx1660super,51600x,fortnite,1080.0,max,98.6,12732.0,12943.0
gtx1660super,52600,fortnite,1080.0,max,97.5,12732.0,13195.0
gtx1660super,71700x,fortnite,1080.0,max,94.3,12732.0,15496.0
gtx980ti,93900x,fortnite,1080.0,max,114.9,13864.0,32751.0
gtx980ti,73800x,fortnite,1080.0,max,113.8,13864.0,23275.0
gtx980ti,73700x,fortnite,1080.0,max,112.2,13864.0,22716.0
gtx980ti,53600x,fortnite,1080.0,max,111.7,13864.0,18285.0
gtx980ti,53600,fortnite,1080.0,max,108.4,13864.0,17822.0
gtx980ti,52600x,fortnite,1080.0,max,105.0,13864.0,14053.0
gtx980ti,51600x,fortnite,1080.0,max,98.6,13864.0,12943.0
gtx980ti,52600,fortnite,1080.0,max,97.5,13864.0,13195.0
gtx980ti,71700x,fortnite,1080.0,max,94.3,13864.0,15496.0
gtx1660,93900x,fortnite,1080.0,max,111.9,11695.0,32751.0
gtx1660,73800x,fortnite,1080.0,max,110.9,11695.0,23275.0
gtx1660,73700x,fortnite,1080.0,max,109.3,11695.0,22716.0
gtx1660,53600x,fortnite,1080.0,max,108.8,11695.0,18285.0
gtx1660,53600,fortnite,1080.0,max,105.6,11695.0,17822.0
gtx1660,52600x,fortnite,1080.0,max,102.3,11695.0,14053.0
gtx1660,51600x,fortnite,1080.0,max,96.0,11695.0,12943.0
gtx1660,52600,fortnite,1080.0,max,95.0,11695.0,13195.0
gtx1660,71700x,fortnite,1080.0,max,91.9,11695.0,15496.0
gtx980,93900x,fortnite,1080.0,max,97.0,11237.0,32751.0
gtx980,73800x,fortnite,1080.0,max,96.1,11237.0,23275.0
gtx980,73700x,fortnite,1080.0,max,94.7,11237.0,22716.0
gtx980,53600x,fortnite,1080.0,max,94.3,11237.0,18285.0
gtx980,53600,fortnite,1080.0,max,91.5,11237.0,17822.0
gtx980,52600x,fortnite,1080.0,max,88.7,11237.0,14053.0
gtx980,51600x,fortnite,1080.0,max,83.2,11237.0,12943.0
gtx980,52600,fortnite,1080.0,max,82.3,11237.0,13195.0
gtx980,71700x,fortnite,1080.0,max,79.6,11237.0,15496.0
gtx10605gb,93900x,fortnite,1080.0,max,95.5,8704.0,32751.0
gtx10605gb,73800x,fortnite,1080.0,max,94.6,8704.0,23275.0
gtx10605gb,73700x,fortnite,1080.0,max,93.3,8704.0,22716.0
gtx10605gb,53600x,fortnite,1080.0,max,92.8,8704.0,18285.0
gtx10605gb,53600,fortnite,1080.0,max,90.1,8704.0,17822.0
gtx10605gb,52600x,fortnite,1080.0,max,87.3,8704.0,14053.0
gtx10605gb,51600x,fortnite,1080.0,max,82.3,8704.0,12943.0
gtx10605gb,52600,fortnite,1080.0,max,81.1,8704.0,13195.0
gtx10605gb,71700x,fortnite,1080.0,max,78.8,8704.0,15496.0
gtx970,93900x,fortnite,1080.0,max,91.0,9688.0,32751.0
gtx970,73800x,fortnite,1080.0,max,90.2,9688.0,23275.0
gtx970,73700x,fortnite,1080.0,max,88.9,9688.0,22716.0
gtx970,53600x,fortnite,1080.0,max,88.5,9688.0,18285.0
gtx970,53600,fortnite,1080.0,max,85.9,9688.0,17822.0
gtx970,52600x,fortnite,1080.0,max,83.2,9688.0,14053.0
gtx970,51600x,fortnite,1080.0,max,78.1,9688.0,12943.0
gtx970,52600,fortnite,1080.0,max,77.3,9688.0,13195.0
gtx970,71700x,fortnite,1080.0,max,74.7,9688.0,15496.0
gtx1050ti,93900x,fortnite,1080.0,max,68.6,6314.0,32751.0
gtx1050ti,73800x,fortnite,1080.0,max,68.0,6314.0,23275.0
gtx1050ti,73700x,fortnite,1080.0,max,67.0,6314.0,22716.0
gtx1050ti,53600x,fortnite,1080.0,max,66.7,6314.0,18285.0
gtx1050ti,53600,fortnite,1080.0,max,64.8,6314.0,17822.0
gtx1050ti,52600x,fortnite,1080.0,max,62.7,6314.0,14053.0
gtx1050ti,51600x,fortnite,1080.0,max,59.0,6314.0,12943.0
gtx1050ti,52600,fortnite,1080.0,max,58.3,6314.0,13195.0
gtx1050ti,71700x,fortnite,1080.0,max,56.4,6314.0,15496.0
rx5700xt,93900x,fortnite,1080.0,max,135.8,16892.0,32751.0
rx5700xt,73800x,fortnite,1080.0,max,134.5,16892.0,23275.0
rx5700xt,73700x,fortnite,1080.0,max,132.6,16892.0,22716.0
